title,author,price,edition,publish_date,item_url,image_url,category,released_year
Conclave,Robert Harris,17.50,Paperback,14 Sep 2020,https://www.bookdepository.com/Conclave-Robert-Harris/9781784751838?ref=grid-view&qid=1630182826837&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444704686.jpg,Thriller,2020
The Law of Innocence,Michael Connelly,15.48,Paperback,13 May 2021,https://www.bookdepository.com/Law-Innocence-Michael-Connelly/9781409186120?ref=grid-view&qid=1630182826837&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784751838.jpg,Thriller,2021
Shadows in Death: An Eve Dallas thriller (Book 51),J. D. Robb,21.48,Paperback,22 Sep 2020,https://www.bookdepository.com/Shadows-Death-Eve-Dallas-thriller-Book-51-J-D-Robb/9780349422121?ref=grid-view&qid=1630182826837&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409186120.jpg,Thriller,2020
The Cartel,Don Winslow,18.14,Paperback,16 Jun 2016,https://www.bookdepository.com/Cartel-Don-Winslow/9781784750640?ref=grid-view&qid=1630182826837&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349422121.jpg,Thriller,2016
The Night Stalker,Chris Carter,13.04                             ,Paperback,28 Nov 2020,https://www.bookdepository.com/Night-Stalker-Chris-Carter/9780857202970?ref=grid-view&qid=1630182826837&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784750640.jpg,Thriller,2020
The Chain,Adrian McKinty,8.66                             ,Paperback,05 Mar 2020,https://www.bookdepository.com/Chain-Adrian-McKinty/9781409189602?ref=grid-view&qid=1630182826837&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8572/9780857202970.jpg,Thriller,2020
The Law of Innocence,Michael Connelly,22.40,Paperback,10 Nov 2020,https://www.bookdepository.com/Law-Innocence-Michael-Connelly/9781409186113?ref=grid-view&qid=1630182826837&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409189602.jpg,Thriller,2020
Prussian Blue,Philip Kerr,15.56,Paperback,05 Oct 2017,https://www.bookdepository.com/Prussian-Blue-Philip-Kerr/9781784296513?ref=grid-view&qid=1630182826837&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409186113.jpg,Thriller,2017
Out of the Dark,Gregg Hurwitz,15.03,Paperback,25 Jul 2019,https://www.bookdepository.com/Out-Dark-Gregg-Hurwitz/9781405928564?ref=grid-view&qid=1630182826837&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7842/9781784296513.jpg,Thriller,2019
Joe Country,Mick Herron,7.54                             ,Paperback,07 Feb 2020,https://www.bookdepository.com/Joe-Country-Mick-Herron/9781473657489?ref=grid-view&qid=1630182826837&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405928564.jpg,Thriller,2020
Hostage,Clare Mackintosh,14.04                             ,Hardback,24 Jun 2021,https://www.bookdepository.com/Hostage-Clare-Mackintosh/9780751577068?ref=grid-view&qid=1630182826837&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473657489.jpg,Thriller,2021
Nomad,James Swallow,15.40,Paperback,20 Dec 2016,https://www.bookdepository.com/Nomad-James-Swallow/9781785760433?ref=grid-view&qid=1630182826837&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751577068.jpg,Thriller,2016
The Chemist,Stephenie Meyer,8.52                             ,Paperback,13 Jul 2017,https://www.bookdepository.com/Chemist-Stephenie-Meyer/9780751570045?ref=grid-view&qid=1630182826837&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7857/9781785760433.jpg,Thriller,2017
Without You,Saskia Sarginson,22.61,Paperback,17 Jul 2014,https://www.bookdepository.com/Without-You-Saskia-Sarginson/9780749958701?ref=grid-view&qid=1630182826837&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751570045.jpg,Thriller,2014
When She Was Good,Michael Robotham,11.99                             ,Paperback,08 Jul 2021,https://www.bookdepository.com/When-She-Was-Good-Michael-Robotham/9780751573497?ref=grid-view&qid=1630182826837&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749958701.jpg,Thriller,2021
The Crucifix Killer,Chris Carter,12.94,Paperback,31 Jan 2013,https://www.bookdepository.com/Crucifix-Killer-Chris-Carter/9781471128219?ref=grid-view&qid=1630182826837&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751573497.jpg,Thriller,2013
Broken Ground,Val McDermid,14.21,Paperback,07 Feb 2019,https://www.bookdepository.com/Broken-Ground-Val-McDermid/9780751568257?ref=grid-view&qid=1630182826837&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471128219.jpg,Thriller,2019
The Chestnut Man,Soren Sveistrup,13.48,Paperback,17 Sep 2019,https://www.bookdepository.com/Chestnut-Man-Soren-Sveistrup/9781405939768?ref=grid-view&qid=1630182826837&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751568257.jpg,Thriller,2019
Pretty Girls,Karin Slaughter,13.15,Paperback,01 Feb 2016,https://www.bookdepository.com/Pretty-Girls-Karin-Slaughter/9780099599449?ref=grid-view&qid=1630182826837&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405939768.jpg,Thriller,2016
Cross and Burn,Val McDermid,12.02                             ,Paperback,27 Feb 2014,https://www.bookdepository.com/Cross-Burn-Val-McDermid/9780751551273?ref=grid-view&qid=1630182826837&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099599449.jpg,Thriller,2014
All Is Not Forgotten: The bestselling gripping thriller youll never forget,Wendy Walker,14.11,Paperback,23 Feb 2017,https://www.bookdepository.com/All-Is-Not-Forgotten-bestselling-gripping-thriller-youll-never-forget-Wendy-Walker/9780008203481?ref=grid-view&qid=1630182826837&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751551273.jpg,Thriller,2017
Dark Hollow,John Connolly,10.83                             ,Paperback,18 Feb 2010,https://www.bookdepository.com/Dark-Hollow-John-Connolly/9781444704693?ref=grid-view&qid=1630182826837&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0082/9780008203481.jpg,Thriller,2010
"Good Girl, Bad Girl",Michael Robotham,8.24                             ,Paperback,06 Aug 2020,https://www.bookdepository.com/Good-Girl-Bad-Girl-Michael-Robotham/9780751573435?ref=grid-view&qid=1630182826837&sr=1-61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444704693.jpg,Thriller,2020
Orphan X,Gregg Hurwitz,13.09,Paperback,05 Nov 2016,https://www.bookdepository.com/Orphan-X-Gregg-Hurwitz/9781405910705?ref=grid-view&qid=1630182826837&sr=1-62,https://d3ogvdx946i4sr.cloudfront.net/assets/v2.25.8/img/newsletter-icon.svg,Thriller,2016
Distress Signals,Catherine Ryan Howard,11.31                             ,Paperback,05 Jan 2017,https://www.bookdepository.com/Distress-Signals-Catherine-Ryan-Howard/9781782398400?ref=grid-view&qid=1630182826837&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751573435.jpg,Thriller,2017
"Motive (Alex Delaware series, Book 30)",Jonathan Kellerman,10.97                             ,Paperback,01 Sep 2015,https://www.bookdepository.com/Motive-Alex-Delaware-series-Book-30-Jonathan-Kellerman/9781472206442?ref=grid-view&qid=1630182826837&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405910705.jpg,Thriller,2015
Close to Home,Cara Hunter,15.05,Paperback,14 Dec 2017,https://www.bookdepository.com/Close-Home-Cara-Hunter/9780241283097?ref=grid-view&qid=1630182826837&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7823/9781782398400.jpg,Thriller,2017
Rogue Lawyer,John Grisham,10.40                             ,Paperback,06 May 2016,https://www.bookdepository.com/Rogue-Lawyer-John-Grisham/9781473622883?ref=grid-view&qid=1630182826837&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472206442.jpg,Thriller,2016
The Nameless Ones,John Connolly,16.86                             ,Hardback,08 Jul 2021,https://www.bookdepository.com/Nameless-Ones-John-Connolly/9781529398342?ref=grid-view&qid=1630182826837&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241283097.jpg,Thriller,2021
Every Dead Thing,John Connolly,14.54,Paperback,18 Feb 2010,https://www.bookdepository.com/Every-Dead-Thing-John-Connolly/9781444704686?ref=grid-view&qid=1630182826837&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473622883.jpg,Thriller,2010
Conclave,Robert Harris,17.50,Paperback,14 Sep 2020,https://www.bookdepository.com/Conclave-Robert-Harris/9781784751838?ref=grid-view&qid=1630182826837&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5293/9781529398342.jpg,Thriller,2020
The Law of Innocence,Michael Connelly,15.48,Paperback,13 May 2021,https://www.bookdepository.com/Law-Innocence-Michael-Connelly/9781409186120?ref=grid-view&qid=1630182826837&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444704686.jpg,Thriller,2021
Shadows in Death: An Eve Dallas thriller (Book 51),J. D. Robb,21.48,Paperback,22 Sep 2020,https://www.bookdepository.com/Shadows-Death-Eve-Dallas-thriller-Book-51-J-D-Robb/9780349422121?ref=grid-view&qid=1630182826837&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784751838.jpg,Thriller,2020
The Cartel,Don Winslow,18.14,Paperback,16 Jun 2016,https://www.bookdepository.com/Cartel-Don-Winslow/9781784750640?ref=grid-view&qid=1630182826837&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409186120.jpg,Thriller,2016
The Night Stalker,Chris Carter,13.04                             ,Paperback,28 Nov 2020,https://www.bookdepository.com/Night-Stalker-Chris-Carter/9780857202970?ref=grid-view&qid=1630182826837&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349422121.jpg,Thriller,2020
The Chain,Adrian McKinty,8.66                             ,Paperback,05 Mar 2020,https://www.bookdepository.com/Chain-Adrian-McKinty/9781409189602?ref=grid-view&qid=1630182826837&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784750640.jpg,Thriller,2020
The Law of Innocence,Michael Connelly,22.40,Paperback,10 Nov 2020,https://www.bookdepository.com/Law-Innocence-Michael-Connelly/9781409186113?ref=grid-view&qid=1630182826837&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8572/9780857202970.jpg,Thriller,2020
Prussian Blue,Philip Kerr,15.56,Paperback,05 Oct 2017,https://www.bookdepository.com/Prussian-Blue-Philip-Kerr/9781784296513?ref=grid-view&qid=1630182826837&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409189602.jpg,Thriller,2017
Out of the Dark,Gregg Hurwitz,15.03,Paperback,25 Jul 2019,https://www.bookdepository.com/Out-Dark-Gregg-Hurwitz/9781405928564?ref=grid-view&qid=1630182826837&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409186113.jpg,Thriller,2019
Joe Country,Mick Herron,7.54                             ,Paperback,07 Feb 2020,https://www.bookdepository.com/Joe-Country-Mick-Herron/9781473657489?ref=grid-view&qid=1630182826837&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7842/9781784296513.jpg,Thriller,2020
Hostage,Clare Mackintosh,14.04                             ,Hardback,24 Jun 2021,https://www.bookdepository.com/Hostage-Clare-Mackintosh/9780751577068?ref=grid-view&qid=1630182826837&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405928564.jpg,Thriller,2021
Nomad,James Swallow,15.40,Paperback,20 Dec 2016,https://www.bookdepository.com/Nomad-James-Swallow/9781785760433?ref=grid-view&qid=1630182826837&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473657489.jpg,Thriller,2016
The Chemist,Stephenie Meyer,8.52                             ,Paperback,13 Jul 2017,https://www.bookdepository.com/Chemist-Stephenie-Meyer/9780751570045?ref=grid-view&qid=1630182826837&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751577068.jpg,Thriller,2017
Without You,Saskia Sarginson,22.61,Paperback,17 Jul 2014,https://www.bookdepository.com/Without-You-Saskia-Sarginson/9780749958701?ref=grid-view&qid=1630182826837&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7857/9781785760433.jpg,Thriller,2014
When She Was Good,Michael Robotham,11.99                             ,Paperback,08 Jul 2021,https://www.bookdepository.com/When-She-Was-Good-Michael-Robotham/9780751573497?ref=grid-view&qid=1630182826837&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751570045.jpg,Thriller,2021
The Crucifix Killer,Chris Carter,12.94,Paperback,31 Jan 2013,https://www.bookdepository.com/Crucifix-Killer-Chris-Carter/9781471128219?ref=grid-view&qid=1630182826837&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749958701.jpg,Thriller,2013
Broken Ground,Val McDermid,14.21,Paperback,07 Feb 2019,https://www.bookdepository.com/Broken-Ground-Val-McDermid/9780751568257?ref=grid-view&qid=1630182826837&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751573497.jpg,Thriller,2019
The Chestnut Man,Soren Sveistrup,13.48,Paperback,17 Sep 2019,https://www.bookdepository.com/Chestnut-Man-Soren-Sveistrup/9781405939768?ref=grid-view&qid=1630182826837&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471128219.jpg,Thriller,2019
Pretty Girls,Karin Slaughter,13.15,Paperback,01 Feb 2016,https://www.bookdepository.com/Pretty-Girls-Karin-Slaughter/9780099599449?ref=grid-view&qid=1630182826837&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751568257.jpg,Thriller,2016
Cross and Burn,Val McDermid,12.02                             ,Paperback,27 Feb 2014,https://www.bookdepository.com/Cross-Burn-Val-McDermid/9780751551273?ref=grid-view&qid=1630182826837&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405939768.jpg,Thriller,2014
All Is Not Forgotten: The bestselling gripping thriller youll never forget,Wendy Walker,14.11,Paperback,23 Feb 2017,https://www.bookdepository.com/All-Is-Not-Forgotten-bestselling-gripping-thriller-youll-never-forget-Wendy-Walker/9780008203481?ref=grid-view&qid=1630182826837&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099599449.jpg,Thriller,2017
Dark Hollow,John Connolly,10.83                             ,Paperback,18 Feb 2010,https://www.bookdepository.com/Dark-Hollow-John-Connolly/9781444704693?ref=grid-view&qid=1630182826837&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751551273.jpg,Thriller,2010
Plague of Corruption,Judy Mikovits,30.67,Hardback,23 Jul 2020,https://www.bookdepository.com/Plague-Corruption-Judy-Mikovits/9781510752245?ref=grid-view&qid=1630182832847&sr=1-61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5107/9781510752245.jpg,Health,2020
The Essence of Health,Craig Hassed,33.00,Paperback,01 Sep 2008,https://www.bookdepository.com/Essence-Health-Craig-Hassed/9781741667042?ref=grid-view&qid=1630182832847&sr=1-62,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7416/9781741667042.jpg,Health,2008
The Breathing Book,Donna Farhi,18.50                             ,Paperback,18 Oct 2003,https://www.bookdepository.com/Breathing-Book-Donna-Farhi/9780805042979?ref=grid-view&qid=1630182832847&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8050/9780805042979.jpg,Health,2003
The Story of the Human Body,Daniel Lieberman,15.09                             ,Paperback,29 Jan 2015,https://www.bookdepository.com/Story-Human-Body-Daniel-Lieberman/9780141399959?ref=grid-view&qid=1630182832847&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141399959.jpg,Health,2015
The Fast 800,Dr Dr Michael Mosley,35.55,Paperback,04 Jan 2019,https://www.bookdepository.com/Fast-800-Dr-Dr-Michael-Mosley/9781760850180?ref=grid-view&qid=1630182832847&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7608/9781760850180.jpg,Health,2019
Your Simple Guide to Reversing Type 2 Diabetes,Professor Roy Taylor,14.85,Paperback,06 May 2021,https://www.bookdepository.com/Your-Simple-Guide-Reversing-Type-2-Diabetes-Professor-Roy-Taylor/9781780724997?ref=grid-view&qid=1630182832847&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780724997.jpg,Health,2021
How to Raise a Healthy Child in Spite of Your Doctor,Robert S. Mendelsohn,8.45                             ,Paperback,01 Jun 1990,https://www.bookdepository.com/How-Raise-Healthy-Child-Spite-Your-Doctor-Robert-S-Mendelsohn/9780345342768?ref=grid-view&qid=1630182832847&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3453/9780345342768.jpg,Health,1990
The Fast 800 Health Journal,Dr Michael Mosley,15.90,Paperback,26 Dec 2019,https://www.bookdepository.com/Fast-800-Health-Journal-Dr-Michael-Mosley/9781780724164?ref=grid-view&qid=1630182832847&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780724164.jpg,Health,2019
The ICD-10 Classification of Mental and Behavioural Disorders: Clinical Description and Diagnostic Guidelines,World Health Organization(WHO),43.54                             ,Paperback,01 May 1992,https://www.bookdepository.com/ICD-10-Classification-Mental-Behavioural-Disorders-Clinical-Description-Diagnostic-Guidelines-World-Health-Organization-WHO/9789241544221?ref=grid-view&qid=1630182832847&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/2415/9789241544221.jpg,Health,1992
8 Keys to Safe Trauma Recovery,Babette Rothschild,19.60                             ,Paperback,12 May 2011,https://www.bookdepository.com/8-Keys-Safe-Trauma-Recovery-Babette-Rothschild/9780393706055?ref=grid-view&qid=1630182832847&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3937/9780393706055.jpg,Health,2011
Pregnancy Health Yoga,Tara Lee,27.20,Paperback,14 Mar 2013,https://www.bookdepository.com/Pregnancy-Health-Yoga-Tara-Lee/9781848990814?ref=grid-view&qid=1630182832847&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8489/9781848990814.jpg,Health,2013
80/10/10 Diet,Douglas N. Graham,28.43                             ,Paperback,15 Nov 2006,https://www.bookdepository.com/80-10-10-Diet-Douglas-N-Graham/9781893831247?ref=grid-view&qid=1630182832847&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8938/9781893831247.jpg,Health,2006
The Menopause Manifesto,Dr. Jennifer Gunter,23.05,Paperback,25 May 2021,https://www.bookdepository.com/Menopause-Manifesto-Dr-Jennifer-Gunter/9780349427607?ref=grid-view&qid=1630182832847&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349427607.jpg,Health,2021
Grief Counselling and Grief Therapy,J. William Worden,52.27,Paperback,15 Jan 2010,https://www.bookdepository.com/Grief-Counselling-Grief-Therapy-J-William-Worden/9780415559997?ref=grid-view&qid=1630182832847&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4155/9780415559997.jpg,Health,2010
